,Dtime,sequence,datalength,sndcwnd,sstresh,RTT_in_ms,srtt,ca_state
0,0.0,1767440000,0,10,2147483647,0.0,0,0
1,0.05,1767440001,0,10,2147483647,0.041,328,0
2,0.081,1767440001,37,10,2147483647,0.041,328,0
3,0.118,1767440038,0,10,2147483647,0.038,309,0
4,0.142,1767440038,4,10,2147483647,0.038,309,0
5,45.273,1767440042,136,10,2147483647,5.672,45382,0
6,45.47,3200498220,0,10,2147483647,0.0,0,0
7,45.54,3200498221,0,10,2147483647,0.062,496,0
8,45.57,3200498221,37,10,2147483647,0.062,496,0
9,89.181,1767440178,0,10,2147483647,4.971,39774,0
10,89.278,1767440178,0,10,2147483647,4.971,39774,0
11,89.318,3200498258,7240,10,2147483647,0.058,464,0
12,89.327,3200505498,7240,10,2147483647,0.058,464,0
13,89.954,3200498258,1448,7,7,0.213,1707,3
14,90.096,3200512738,1448,7,7,0.283,2270,3
15,90.205,3200514186,1448,7,7,0.357,2861,3
16,90.342,3200515634,1448,7,7,0.438,3504,3
17,90.448,3200517082,1448,7,7,0.522,4183,3
18,90.569,3200518530,1448,7,7,0.612,4900,3
19,90.7,3200519978,1448,7,7,0.706,5655,3
20,91.773,3200521426,4344,7,7,1.031,8250,0
21,92.137,3200525770,4344,7,7,1.208,9668,0
22,92.987,3200530114,4344,8,7,1.343,10744,0
23,93.469,3200534458,5792,8,7,1.353,10829,0
24,93.597,3200540250,1448,8,7,1.366,10933,0
25,94.696,3200541698,4344,8,7,1.44,11521,0
26,95.043,3200546042,4344,8,7,1.448,11591,0
27,95.286,3200550386,2896,8,7,1.507,12058,0
28,96.385,3200553282,2896,8,7,1.536,12288,0
29,96.744,3200556178,4344,8,7,1.586,12693,0
30,97.104,3200560522,4344,8,7,1.649,13198,0
31,98.197,3200564866,1448,8,7,1.669,13358,0
32,98.558,3200566314,4344,8,7,1.715,13722,0
33,98.92,3200570658,4344,8,7,1.746,13974,0
34,99.046,3200575002,1448,8,7,1.77,14166,0
35,100.259,3200576450,1448,8,7,1.806,14453,0
36,100.616,3200577898,4344,8,7,1.853,14825,0
37,100.979,3200582242,4344,8,7,1.885,15083,0
38,101.11,3200586586,1448,8,7,1.907,15257,0
39,102.436,3200588034,1448,8,7,1.94,15524,0
40,102.795,3200589482,4344,8,7,1.983,15864,0
41,103.165,3200593826,4344,8,7,2.013,16106,0
42,103.286,3200598170,1448,8,7,2.033,16265,0
43,104.623,3200599618,1448,8,7,2.051,16414,0
44,104.991,3200601066,4344,8,7,2.058,16471,0
45,105.341,3200605410,4344,8,7,2.061,16494,0
46,105.462,3200609754,1448,8,7,2.075,16607,0
47,107.051,3200611202,1448,8,7,2.119,16954,0
48,107.403,3200612650,4344,8,7,2.179,17438,0
49,107.763,3200616994,4344,8,7,2.223,17787,0
50,107.892,3200621338,1448,8,7,2.248,17990,0
51,109.24,3200622786,1448,8,7,2.239,17918,0
52,109.58,3200624234,4344,8,7,2.199,17592,0
53,109.947,3200628578,4344,8,7,2.181,17451,0
54,110.069,3200632922,1448,8,7,2.18,17443,0
55,111.886,3200634370,2896,8,7,2.238,17907,0
56,112.407,3200637266,5792,8,7,2.298,18389,0
57,114.453,3200643058,4344,8,7,2.586,20695,0
58,114.803,3200647402,4344,8,7,2.573,20585,0
59,115.049,3200651746,2896,8,7,2.581,20650,0
60,116.858,3200654642,2896,8,7,2.558,20468,0
61,117.241,3200657538,4344,8,7,2.539,20312,0
62,117.588,3200661882,4344,8,7,2.54,20320,0
63,119.797,3200666226,2896,8,7,2.588,20708,0
64,120.126,3200669122,4344,8,7,2.644,21156,0
65,120.608,3200673466,4344,8,7,2.706,21649,0
66,122.685,3200677810,2896,8,7,2.728,21826,0
67,122.925,3200680706,2896,8,7,2.736,21893,0
68,123.281,3200683602,4344,8,7,2.749,21993,0
69,123.435,3200687946,1448,8,7,2.758,22068,0
70,125.471,3200689394,5792,10,7,2.761,22088,0
71,125.935,3200695186,8688,12,7,2.747,21982,0
72,126.081,3200703874,1448,12,7,2.751,22009,0
73,128.121,3200705322,4344,13,7,2.992,23938,0
74,128.48,3200709666,7240,15,7,2.982,23856,0
75,128.961,3200716906,8688,17,7,2.965,23724,0
76,131.182,3200725594,5792,17,7,3.264,26119,0
77,131.873,3200731386,8688,17,7,3.27,26166,0
78,132.726,3200740074,10136,17,7,3.379,27038,0
79,135.403,3200750210,2896,17,7,3.484,27874,0
80,136.132,3200753106,8688,17,7,3.727,29820,0
81,136.852,3200761794,8688,17,7,3.867,30942,0
82,137.213,3200770482,4344,17,7,3.999,31994,0
83,139.763,3200774826,2896,17,7,4.043,32351,0
84,140.488,3200777722,8688,17,7,4.073,32587,0
85,141.202,3200786410,8688,17,7,4.092,32741,0
86,141.575,3200795098,4344,17,7,4.142,33138,0
87,144.496,3200799442,2896,17,7,4.214,33718,0
88,145.214,3200802338,8688,17,7,4.308,34468,0
89,145.931,3200811026,8688,17,7,4.377,35019,0
90,146.298,3200819714,4344,17,7,4.445,35562,0
91,148.465,3200824058,2896,17,7,4.385,35083,0
92,149.218,3200826954,8688,17,7,4.179,33439,0
