,Dtime,sequence,datalength,sndcwnd,sstresh,RTT_in_ms,srtt,ca_state
0,0.0,4109994362,0,8,2147483647,0.0,0,0
1,8.276,4109994363,0,8,2147483647,8.261,66088,0
2,8.322,4109994363,37,8,2147483647,8.261,66088,0
3,12.394,4109994400,0,8,2147483647,7.735,61883,0
4,12.456,4109994400,4,8,2147483647,7.735,61883,0
5,58.13,4109994404,135,8,2147483647,12.477,99822,0
6,62.3,920371614,0,8,2147483647,0.0,0,0
7,66.451,920371615,0,8,2147483647,4.135,33080,0
8,66.501,920371615,37,8,2147483647,4.135,33080,0
9,104.042,4109994539,0,8,2147483647,11.431,91454,0
10,108.113,4109994539,0,8,2147483647,11.431,91454,0
11,108.147,920371652,4344,8,2147483647,4.132,33059,0
12,108.151,920375996,4344,8,2147483647,4.132,33059,0
13,108.153,920380340,2896,8,2147483647,4.132,33059,0
14,112.226,920383236,1448,8,2147483647,4.124,32998,1
15,112.311,920371652,1448,6,4,4.125,33003,3
16,112.674,920384684,1448,4,4,4.22,33762,3
17,112.796,920386132,1448,4,4,4.273,34186,3
18,116.271,920387580,1448,4,4,4.244,33952,3
19,116.705,920389028,2896,4,4,4.19,33522,0
20,116.847,920391924,1448,4,4,4.171,33370,0
21,120.327,920393372,2896,5,4,4.156,33253,0
22,120.758,920396268,2896,5,4,4.131,33052,0
23,120.88,920399164,1448,5,4,4.12,32962,0
24,124.408,920400612,2896,6,4,4.114,32918,0
25,124.416,920403508,1448,6,4,4.114,32918,0
26,124.804,920404956,2896,6,4,4.106,32850,0
27,128.459,920407852,2896,6,4,4.539,36319,0
28,128.567,920410748,2896,7,4,4.44,35523,0
29,128.848,920413644,2896,7,4,4.39,35124,0
30,128.855,920416540,1448,7,4,4.39,35124,0
31,132.516,920417988,2896,7,4,4.348,34784,0
32,132.742,920420884,2896,7,4,4.326,34608,0
33,132.972,920423780,2896,8,4,4.3,34406,0
34,136.589,920426676,2896,8,4,4.73,37844,0
35,136.602,920429572,2896,8,4,4.65,37202,0
36,136.81,920432468,2896,8,4,4.577,36620,0
37,137.051,920435364,2896,9,4,4.515,36121,0
38,137.054,920438260,1448,9,4,4.515,36121,0
39,140.636,920439708,2896,9,4,4.456,35651,0
40,140.87,920442604,2896,9,4,4.398,35187,0
41,141.105,920445500,2896,9,4,4.36,34881,0
42,141.352,920448396,2896,9,4,4.331,34655,0
43,141.469,920451292,2896,10,4,4.342,34739,0
44,144.698,920454188,1448,10,4,4.306,34449,0
45,144.907,920455636,4344,10,4,4.22,33764,0
46,145.384,920459980,4344,10,4,4.159,33272,0
47,145.64,920464324,4344,11,4,4.136,33093,0
48,145.645,920468668,1448,11,4,4.136,33093,0
49,148.751,920470116,1448,11,4,4.126,33010,0
50,149.058,920471564,4344,11,4,4.111,32892,0
51,149.535,920475908,4344,11,4,4.102,32823,0
52,149.902,920480252,4344,11,4,4.12,32962,0
53,150.024,920484596,2896,12,4,4.153,33225,0
54,152.788,920487492,1448,12,4,4.137,33097,0
55,153.091,920488940,2896,12,4,4.112,32901,0
56,153.563,920491836,4344,12,4,4.095,32763,0
57,153.933,920496180,4344,12,4,4.084,32675,0
58,154.282,920500524,5792,13,4,4.117,32943,0
59,156.823,920506316,1448,13,4,4.107,32861,0
60,157.597,920507764,5792,13,4,4.074,32599,0
61,158.07,920513556,5792,13,4,4.08,32641,0
62,158.555,920519348,5792,14,4,4.103,32825,0
63,158.559,920525140,1448,14,4,4.103,32825,0
64,160.855,920526588,1448,14,4,4.094,32754,0
65,161.868,920528036,5792,14,4,4.112,32899,0
66,162.367,920533828,5792,14,4,4.125,33002,0
67,162.58,920539620,1448,14,4,4.112,32900,0
68,162.97,920541068,5792,15,4,4.166,33330,0
69,164.882,920546860,2896,15,4,4.148,33188,0
70,165.9,920549756,1448,15,4,4.133,33070,0
71,166.397,920551204,5792,15,4,4.129,33032,0
72,166.843,920556996,5792,15,4,4.153,33225,0
73,167.235,920562788,5792,15,4,4.145,33165,0
