,Dtime,sequence,datalength,sndcwnd,sstresh,RTT_in_ms,srtt,ca_state
0,0.0,1471655959,0,10,2147483647,0.0,0,0
1,8.096,1471655960,0,10,2147483647,8.094,64752,0
2,8.122,1471655960,37,10,2147483647,8.094,64752,0
3,12.264,1471655997,0,10,2147483647,7.598,60785,0
4,12.308,1471655997,4,10,2147483647,7.598,60785,0
5,57.016,1471656001,136,10,2147483647,12.236,97891,0
6,61.225,2152884448,0,10,2147483647,0.0,0,0
7,65.398,2152884449,0,10,2147483647,4.174,33392,0
8,65.426,2152884449,37,10,2147483647,4.174,33392,0
9,106.873,1471656137,0,10,2147483647,11.224,89798,0
10,110.997,1471656137,0,10,2147483647,11.224,89798,0
11,111.026,2152884486,7240,10,2147483647,4.155,33247,0
12,111.033,2152891726,7240,10,2147483647,4.155,33247,0
13,115.11,2152898966,1448,10,2147483647,4.146,33173,1
14,115.202,2152884486,1448,8,7,4.144,33156,3
15,115.927,2152900414,1448,7,7,4.255,34040,3
16,116.05,2152901862,1448,7,7,4.35,34800,3
17,116.174,2152903310,1448,7,7,4.448,35589,3
18,116.295,2152904758,1448,7,7,4.55,36401,3
19,116.415,2152906206,1448,7,7,4.653,37230,3
20,119.141,2152907654,1448,7,7,4.575,36604,3
21,119.957,2152909102,2896,7,7,4.443,35551,0
22,120.201,2152911998,2896,7,7,4.346,34769,0
23,123.178,2152914894,2896,8,7,4.612,36903,0
24,123.186,2152917790,2896,8,7,4.612,36903,0
25,124.015,2152920686,2896,8,7,4.543,36347,0
26,124.238,2152923582,2896,8,7,4.48,35841,0
27,127.221,2152926478,2896,8,7,4.425,35401,0
28,127.473,2152929374,2896,8,7,4.407,35257,0
29,128.153,2152932270,2896,8,7,4.373,34987,0
30,128.322,2152935166,2896,8,7,4.337,34697,0
31,131.276,2152938062,2896,8,7,4.301,34414,0
32,131.571,2152940958,2896,8,7,4.276,34208,0
33,132.294,2152943854,2896,8,7,4.258,34070,0
34,132.471,2152946750,2896,8,7,4.244,33959,0
35,135.432,2152949646,2896,8,7,4.233,33866,0
36,135.606,2152952542,2896,8,7,4.208,33667,0
37,136.433,2152955438,2896,8,7,4.197,33578,0
38,136.593,2152958334,2896,8,7,4.169,33358,0
39,139.536,2152961230,1448,8,7,4.161,33290,0
40,139.545,2152962678,1448,8,7,4.155,33243,0
41,139.725,2152964126,2896,8,7,4.136,33091,0
42,140.572,2152967022,2896,8,7,4.141,33129,0
43,140.752,2152969918,2896,8,7,4.131,33052,0
44,143.638,2152972814,1448,8,7,4.127,33020,0
45,143.754,2152974262,2896,8,7,4.112,32898,0
46,144.653,2152977158,2896,8,7,4.109,32878,0
47,144.784,2152980054,2896,8,7,4.098,32787,0
48,144.853,2152982950,1448,8,7,4.098,32790,0
49,147.693,2152984398,1448,8,7,4.093,32746,0
50,147.793,2152985846,2896,8,7,4.079,32634,0
51,148.709,2152988742,2896,8,7,4.073,32586,0
52,148.923,2152991638,2896,8,7,4.076,32614,0
53,149.042,2152994534,1448,8,7,4.09,32726,0
54,151.752,2152995982,1448,8,7,4.086,32693,0
55,151.857,2152997430,2896,8,7,4.077,32616,0
56,152.752,2153000326,2896,8,7,4.068,32549,0
57,152.982,2153003222,2896,8,7,4.062,32501,0
58,153.103,2153006118,1448,8,7,4.062,32500,0
59,155.813,2153007566,2896,9,7,4.062,32498,0
60,155.891,2153010462,4344,10,7,4.054,32436,0
61,156.831,2153014806,4344,11,7,4.059,32477,0
62,157.014,2153019150,4344,12,7,4.052,32416,0
63,157.137,2153023494,2896,13,7,4.049,32397,0
64,159.874,2153026390,1448,13,7,4.05,32406,0
65,160.213,2153027838,5792,13,7,4.105,32843,0
66,161.1,2153033630,5792,13,7,4.095,32765,0
67,161.596,2153039422,4344,13,7,4.199,33595,0
68,161.6,2153043766,1448,13,7,4.199,33595,0
69,163.898,2153045214,1448,13,7,4.177,33419,0
