time,source,destination,datalength,sequence,acknumber,sndcwnd,sstresh,srtt,rcvwnd,ca_state
22:44:25.527235,192.168.0.1:56914,10.0.0.2:5201,0,3066577702,0,8,2147483647,0,42340,0
22:44:25.527349,192.168.0.1:34738,10.0.0.2:5202,0,4188368096,0,8,2147483647,0,42340,0
22:44:25.527371,192.168.0.1:56914,10.0.0.2:5201,0,3066577703,1209290499,8,2147483647,1064,42496,0
22:44:25.527379,192.168.0.1:34738,10.0.0.2:5202,0,4188368097,4248314709,8,2147483647,224,42496,0
22:44:25.527400,192.168.0.1:34738,10.0.0.2:5202,37,4188368097,4248314709,8,2147483647,224,42496,0
22:44:25.527404,192.168.0.1:56914,10.0.0.2:5201,37,3066577703,1209290499,8,2147483647,1064,42496,0
22:44:25.527454,192.168.0.1:34738,10.0.0.2:5202,0,4188368134,4248314710,8,2147483647,226,42496,0
22:44:25.527467,192.168.0.1:56914,10.0.0.2:5201,0,3066577740,1209290500,8,2147483647,953,42496,0
22:44:25.527479,192.168.0.1:34738,10.0.0.2:5202,4,4188368134,4248314710,8,2147483647,226,42496,0
22:44:25.527499,192.168.0.1:56914,10.0.0.2:5201,4,3066577740,1209290500,8,2147483647,953,42496,0
22:44:25.570093,192.168.0.1:56914,10.0.0.2:5201,135,3066577744,1209290500,8,2147483647,43415,42496,0
22:44:25.570137,192.168.0.1:34738,10.0.0.2:5202,136,4188368138,4248314710,8,2147483647,42851,42496,0
22:44:25.570479,192.168.0.1:56924,10.0.0.2:5201,0,4127032854,0,8,2147483647,0,42340,0
22:44:25.570480,192.168.0.1:34744,10.0.0.2:5202,0,2832042583,0,8,2147483647,0,42340,0
22:44:25.570557,192.168.0.1:34744,10.0.0.2:5202,0,2832042584,3317845037,8,2147483647,576,42496,0
22:44:25.570586,192.168.0.1:56924,10.0.0.2:5201,0,4127032855,1659384765,8,2147483647,864,42496,0
22:44:25.570603,192.168.0.1:56924,10.0.0.2:5201,37,4127032855,1659384765,8,2147483647,864,42496,0
22:44:25.571544,192.168.0.1:34744,10.0.0.2:5202,37,2832042584,3317845037,8,2147483647,576,42496,0
22:44:25.613958,192.168.0.1:34738,10.0.0.2:5202,0,4188368274,4248314711,8,2147483647,37576,42496,0
22:44:25.613983,192.168.0.1:56914,10.0.0.2:5201,0,3066577879,1209290501,8,2147483647,38112,42496,0
22:44:25.614039,192.168.0.1:34738,10.0.0.2:5202,0,4188368274,4248314713,8,2147483647,37576,42496,0
22:44:25.614041,192.168.0.1:56914,10.0.0.2:5201,0,3066577879,1209290503,8,2147483647,38112,42496,0
22:44:25.614074,192.168.0.1:56924,10.0.0.2:5201,5792,4127032892,1659384765,8,2147483647,772,42496,0
22:44:25.614075,192.168.0.1:34744,10.0.0.2:5202,5792,2832042621,3317845037,8,2147483647,626,42496,0
22:44:25.614082,192.168.0.1:34744,10.0.0.2:5202,5792,2832048413,3317845037,8,2147483647,626,42496,0
22:44:25.614110,192.168.0.1:56924,10.0.0.2:5201,5792,4127038684,1659384765,8,2147483647,772,42496,0
22:44:25.614214,192.168.0.1:56924,10.0.0.2:5201,1448,4127032892,1659384765,5,4,773,42496,3
22:44:25.614573,192.168.0.1:34744,10.0.0.2:5202,1448,2832042621,3317845037,5,5,1459,42496,3
