,Dtime,sequence,datalength,sndcwnd,sstresh,RTT_in_ms,srtt,ca_state
0,0.0,3297004868,0,10,2147483647,0.0,0,0
1,8.207,3297004869,0,10,2147483647,8.195,65560,0
2,8.239,3297004869,37,10,2147483647,8.195,65560,0
3,12.526,3297004906,0,10,2147483647,7.685,61485,0
4,12.709,3297004906,4,10,2147483647,7.685,61485,0
5,58.871,3297004910,136,10,2147483647,12.492,99943,0
6,63.09,3235120273,0,10,2147483647,0.0,0,0
7,67.228,3235120274,0,10,2147483647,4.118,32944,0
8,67.28,3235120274,37,10,2147483647,4.118,32944,0
9,108.838,3297005046,0,10,2147483647,11.446,91570,0
10,112.928,3297005046,0,10,2147483647,11.446,91570,0
11,112.954,3235120311,7240,10,2147483647,4.111,32892,0
12,112.963,3235127551,7240,10,2147483647,4.111,32892,0
13,117.37,3235134791,1448,10,2147483647,4.148,33190,1
14,117.603,3235120311,1448,8,7,4.253,34024,3
15,118.456,3235136239,1448,7,7,4.464,35712,3
16,118.577,3235137687,1448,7,7,4.607,36857,3
17,118.697,3235139135,1448,7,7,4.747,37980,3
18,118.825,3235140583,1448,7,7,4.886,39091,3
19,118.94,3235142031,1448,7,7,5.022,40177,3
20,121.404,3235143479,1448,7,7,4.897,39183,3
21,122.483,3235144927,2896,7,7,4.69,37525,0
22,122.724,3235147823,2896,7,7,4.536,36293,0
23,125.439,3235150719,2896,8,7,4.727,37817,0
24,125.443,3235153615,2896,8,7,4.727,37817,0
25,126.655,3235156511,2896,8,7,4.656,37250,0
26,126.889,3235159407,2896,8,7,4.594,36755,0
27,129.484,3235162303,2896,8,7,4.524,36197,0
28,129.71,3235165199,2896,8,7,4.492,35939,0
29,130.7,3235168095,2896,8,7,4.436,35488,0
30,130.937,3235170991,2896,8,7,4.386,35094,0
31,133.524,3235173887,2896,8,7,4.342,34741,0
32,133.761,3235176783,2896,8,7,4.305,34446,0
33,134.862,3235179679,2896,8,7,4.287,34298,0
34,135.098,3235182575,2896,8,7,4.27,34166,0
35,137.598,3235185471,2896,9,7,4.243,33950,0
36,137.815,3235188367,2896,9,7,4.219,33755,0
37,138.899,3235191263,2896,9,7,4.18,33440,0
38,139.143,3235194159,2896,9,7,4.149,33194,0
39,139.165,3235197055,2896,10,7,4.138,33109,0
40,141.754,3235199951,1448,10,7,4.139,33119,0
41,142.104,3235201399,4344,10,7,4.174,33392,0
42,143.178,3235205743,4344,10,7,4.129,33037,0
43,143.447,3235210087,4344,10,7,4.142,33139,0
44,145.806,3235214431,1448,10,7,4.13,33041,0
45,146.251,3235215879,4344,10,7,4.117,32937,0
46,147.22,3235220223,1448,10,7,4.107,32859,0
47,147.587,3235221671,4344,10,7,4.136,33091,0
48,147.84,3235226015,2896,10,7,4.181,33454,0
49,149.852,3235228911,1448,10,7,4.163,33310,0
50,150.404,3235230359,4344,10,7,4.136,33095,0
51,151.749,3235234703,1448,10,7,4.185,33482,0
52,152.105,3235236151,4344,10,7,4.262,34099,0
53,152.344,3235240495,2896,10,7,4.304,34438,0
54,153.896,3235243391,2896,11,7,4.271,34169,0
55,154.563,3235246287,4344,11,7,4.209,33678,0
56,156.019,3235250631,1448,11,7,4.216,33735,0
57,156.379,3235252079,4344,11,7,4.199,33596,0
58,156.633,3235256423,4344,12,7,4.206,33654,0
