,Dtime,sequence,datalength,sndcwnd,sstresh,RTT_in_ms,srtt,ca_state
0,0.0,4285825795,0,10,2147483647,0.0,0,0
1,8.326,4285825796,0,10,2147483647,8.314,66512,0
2,8.348,4285825796,37,10,2147483647,8.314,66512,0
3,12.46,4285825833,0,10,2147483647,7.782,62257,0
4,12.497,4285825833,4,10,2147483647,7.782,62257,0
5,62.173,4285825837,136,10,2147483647,13.017,104142,0
6,66.417,1028850430,0,10,2147483647,0.0,0,0
7,70.612,1028850431,0,10,2147483647,4.188,33504,0
8,70.644,1028850431,37,10,2147483647,4.188,33504,0
9,108.062,4285825973,0,10,2147483647,11.908,95268,0
10,112.191,4285825973,0,10,2147483647,11.908,95268,0
11,112.219,1028850468,7240,10,2147483647,4.171,33374,0
12,112.227,1028857708,7240,10,2147483647,4.171,33374,0
13,116.271,1028864948,1448,10,2147483647,4.155,33241,1
14,116.366,1028850468,1448,8,7,4.144,33157,3
15,117.091,1028866396,1448,7,7,4.247,33979,3
16,117.215,1028867844,1448,7,7,4.339,34716,3
17,117.34,1028869292,1448,7,7,4.435,35483,3
18,117.464,1028870740,1448,7,7,4.534,36278,3
19,117.579,1028872188,1448,7,7,4.636,37092,3
20,120.324,1028873636,1448,7,7,4.562,36498,3
21,121.129,1028875084,2896,7,7,4.434,35475,0
22,121.366,1028877980,2896,7,7,4.339,34714,0
23,124.421,1028880876,2896,8,7,4.616,36933,0
24,124.437,1028883772,2896,8,7,4.616,36933,0
25,125.202,1028886668,2896,8,7,4.546,36375,0
26,125.459,1028889564,2896,8,7,4.489,35917,0
27,128.478,1028892460,2896,8,7,4.434,35475,0
28,128.706,1028895356,2896,8,7,4.415,35321,0
29,129.274,1028898252,2896,8,7,4.371,34975,0
30,129.508,1028901148,2896,8,7,4.331,34648,0
31,132.538,1028904044,2896,8,7,4.295,34362,0
32,132.758,1028906940,2896,8,7,4.264,34112,0
33,133.357,1028909836,2896,8,7,4.24,33924,0
34,133.574,1028912732,2896,8,7,4.218,33746,0
35,136.596,1028915628,2896,8,7,4.197,33578,0
36,136.813,1028918524,2896,8,7,4.161,33295,0
37,137.415,1028921420,2896,8,7,4.136,33092,0
38,137.637,1028924316,2896,8,7,4.117,32938,0
39,140.64,1028927212,2896,9,7,4.107,32857,0
40,140.848,1028930108,2896,9,7,4.091,32733,0
41,141.451,1028933004,2896,9,7,4.079,32637,0
42,141.667,1028935900,2896,9,7,4.069,32555,0
43,141.677,1028938796,2896,10,7,4.065,32526,0
44,144.688,1028941692,1448,10,7,4.062,32500,0
45,144.904,1028943140,4344,10,7,4.057,32457,0
46,145.707,1028947484,4344,10,7,4.051,32408,0
47,145.966,1028951828,4344,10,7,4.093,32746,0
48,148.745,1028956172,1448,10,7,4.087,32696,0
49,149.06,1028957620,4344,10,7,4.086,32688,0
50,149.878,1028961964,4344,10,7,4.09,32727,0
51,150.23,1028966308,4344,10,7,4.112,32899,0
52,152.784,1028970652,1448,10,7,4.102,32819,0
53,153.105,1028972100,1448,10,7,4.094,32757,0
54,153.921,1028973548,4344,10,7,4.089,32719,0
55,154.285,1028977892,4344,10,7,4.087,32702,0
