,Dtime,sequence,datalength,sndcwnd,sstresh,RTT_in_ms,srtt,ca_state
0,0.0,3462652247,0,10,2147483647,0.0,0,0
1,0.183,3462652248,0,10,2147483647,0.178,1424,0
2,0.227,3462652248,37,10,2147483647,0.178,1424,0
3,0.295,3462652285,0,10,2147483647,0.158,1270,0
4,0.331,3462652285,4,10,2147483647,0.158,1270,0
5,43.886,3462652289,135,10,2147483647,5.582,44663,0
6,44.091,4171079888,0,10,2147483647,0.0,0,0
7,44.145,4171079889,0,10,2147483647,0.052,416,0
8,44.158,4171079889,37,10,2147483647,0.052,416,0
9,87.814,3462652424,0,10,2147483647,4.892,39143,0
10,88.006,3462652424,0,10,2147483647,4.892,39143,0
11,88.029,4171079926,7240,10,2147483647,0.048,391,0
12,88.071,4171087166,7240,10,2147483647,0.048,391,0
13,88.173,4171079926,1448,7,5,0.067,538,3
14,89.631,4171094406,1448,5,5,0.422,3382,3
15,89.765,4171095854,1448,5,5,0.581,4651,3
16,89.882,4171097302,1448,5,5,0.734,5878,3
17,89.999,4171098750,1448,5,5,0.883,7068,3
18,90.127,4171100198,1448,5,5,1.023,8185,0
19,91.209,4171101646,2896,5,5,1.123,8984,0
20,91.449,4171104542,4344,6,5,1.201,9613,0
21,91.583,4171108886,1448,6,5,1.233,9866,0
22,92.545,4171110334,2896,6,5,1.245,9967,0
23,92.785,4171113230,2896,6,5,1.257,10058,0
24,94.112,4171116126,4344,7,5,1.437,11503,0
25,94.476,4171120470,4344,7,5,1.498,11984,0
26,94.488,4171124814,1448,7,5,1.498,11984,0
27,95.686,4171126262,4344,8,5,1.507,12059,0
28,96.05,4171130606,4344,8,5,1.539,12319,0
29,97.386,4171134950,4344,8,5,1.728,13829,0
30,97.694,4171139294,4344,9,5,1.763,14108,0
31,98.058,4171143638,4344,9,5,1.805,14444,0
32,99.27,4171147982,2896,9,5,1.814,14519,0
33,99.622,4171150878,4344,9,5,1.85,14807,0
34,100.011,4171155222,5792,10,5,1.881,15053,0
35,100.109,4171161014,1448,10,5,1.902,15223,0
36,101.191,4171162462,2896,10,5,1.905,15242,0
37,101.673,4171165358,5792,10,5,1.85,14802,0
38,102.036,4171171150,5792,11,5,1.871,14974,0
39,103.256,4171176942,2896,11,5,1.915,15321,0
40,103.371,4171179838,1448,11,5,1.948,15584,0
41,103.859,4171181286,5792,11,5,1.978,15830,0
42,104.219,4171187078,5792,12,5,2.01,16082,0
43,105.438,4171192870,2896,12,5,2.063,16508,0
44,105.915,4171195766,5792,12,5,2.092,16738,0
45,106.045,4171201558,1448,12,5,2.103,16831,0
46,106.527,4171203006,7240,13,5,2.151,17208,0
47,107.743,4171210246,2896,13,5,2.201,17609,0
48,108.345,4171213142,7240,13,5,2.245,17961,0
49,108.953,4171220382,7240,13,5,2.264,18119,0
50,110.159,4171227622,4344,14,5,2.315,18526,0
51,110.762,4171231966,7240,14,5,2.307,18456,0
52,110.886,4171239206,1448,14,5,2.336,18690,0
53,111.487,4171240654,7240,14,5,2.33,18646,0
54,112.595,4171247894,5792,15,5,2.327,18617,0
55,113.18,4171253686,7240,15,5,2.27,18165,0
56,113.786,4171260926,7240,15,5,2.226,17811,0
57,115.008,4171268166,2896,15,5,2.271,18170,0
58,115.604,4171271062,8688,16,5,2.392,19140,0
59,116.337,4171279750,8688,16,5,2.471,19774,0
60,117.672,4171288438,4344,16,5,2.549,20395,0
61,118.269,4171292782,8688,17,5,2.546,20374,0
62,118.657,4171301470,4344,17,5,2.58,20646,0
63,120.348,4171305814,8688,17,5,2.642,21141,0
64,121.054,4171314502,8688,17,5,2.662,21300,0
65,121.66,4171323190,8688,18,5,2.787,22296,0
66,122.758,4171331878,1448,18,5,2.739,21918,0
67,123.475,4171333326,8688,18,5,2.726,21815,0
68,124.202,4171342014,8688,18,5,2.742,21941,0
69,125.664,4171350702,10136,19,5,2.845,22767,0
70,126.509,4171360838,10136,19,5,2.685,21484,0
71,128.692,4171370974,8688,19,5,2.737,21899,0
72,129.413,4171379662,10136,20,5,3.153,25231,0
73,130.259,4171389798,10136,20,5,3.335,26682,0
74,132.201,4171399934,1448,20,5,3.356,26855,0
75,133.046,4171401382,11584,21,5,3.611,28889,0
76,133.899,4171412966,10136,21,5,3.758,30071,0
77,136.077,4171423102,8688,21,5,3.891,31135,0
78,136.435,4171431790,4344,21,5,3.689,29518,0
79,137.294,4171436134,11584,22,5,3.642,29142,0
80,137.899,4171447718,7240,22,5,3.713,29708,0
81,139.84,4171454958,1448,22,5,3.719,29755,0
82,140.81,4171456406,11584,22,5,4.04,32321,0
83,141.606,3462652424,1,10,2147483647,4.892,39143,0
84,141.655,4171467990,11584,23,5,4.053,32430,0
85,144.196,4171479574,10136,23,5,4.207,33660,0
86,145.167,4171489710,11584,23,5,4.081,32654,0
87,145.744,3462652425,0,10,2147483647,4.798,38389,0
88,145.789,3462652425,4,10,2147483647,4.798,38389,0
89,192.02,3462652429,282,10,2147483647,9.977,79818,0
90,235.77,3462652711,0,10,2147483647,8.734,69874,0
91,235.918,3462652711,0,10,2147483647,8.734,69874,0
92,236.013,3462652711,1,10,2147483647,8.734,69874,0
93,236.043,3462652712,0,10,2147483647,8.734,69874,0
94,236.084,3462652713,0,10,2147483647,7.651,61209,0
